,#_bank_accounts_open,#_credit_cards_held,#_homes_owned,household_size,average_balance,offer_accepted_Yes,mailer_type_Postcard,overdraft_protection_Yes,own_your_home_Yes,reward_Air Miles,reward_Cash Back,reward_Points,income_level_High,income_level_Low,income_level_Medium,credit_rating_High,credit_rating_Low,credit_rating_Medium
5112,1,3,1,4,321.5,1,1,0,0,1,0,0,0,1,0,0,1,0
5113,1,2,2,3,1495.5,0,0,0,1,0,0,1,0,1,0,1,0,0
5114,1,1,1,5,887.75,0,0,0,1,1,0,0,0,1,0,0,1,0
5115,1,1,1,3,963.0,0,0,0,0,1,0,0,0,0,1,1,0,0
5116,1,2,1,3,1200.5,0,0,1,1,0,0,1,0,1,0,0,0,1
5117,1,2,1,2,976.0,0,0,1,1,1,0,0,1,0,0,1,0,0
5118,1,2,1,3,1040.5,0,0,0,1,1,0,0,0,0,1,0,1,0
5119,1,2,1,4,1284.5,0,1,1,1,1,0,0,1,0,0,0,0,1
5120,2,2,1,5,1238.5,1,1,0,1,0,0,1,0,1,0,0,1,0
5121,1,3,2,5,325.5,0,1,0,1,1,0,0,1,0,0,0,0,1
5122,1,1,1,3,1002.0,0,1,0,1,0,1,0,0,1,0,0,1,0
5123,1,1,1,3,958.0,0,0,0,1,0,1,0,1,0,0,0,0,1
5124,1,2,1,2,1094.25,0,1,0,1,0,0,1,0,0,1,1,0,0
5125,1,3,2,5,1012.5,0,1,0,1,0,1,0,0,0,1,0,0,1
5126,1,1,1,2,720.0,0,0,0,1,0,1,0,0,0,1,1,0,0
5128,2,2,1,5,1355.75,0,0,1,1,0,1,0,0,0,1,1,0,0
5129,1,2,2,3,1111.5,1,1,0,1,0,0,1,1,0,0,0,0,1
5130,1,3,1,4,732.25,0,0,0,1,1,0,0,0,0,1,0,0,1
5131,1,2,1,4,1032.0,0,1,0,0,1,0,0,0,0,1,0,0,1
5132,1,3,2,3,978.25,0,0,0,1,0,1,0,0,1,0,1,0,0
5133,2,2,1,4,1114.5,0,1,0,1,0,0,1,1,0,0,1,0,0
5134,1,3,3,4,266.75,0,1,0,1,0,0,1,0,1,0,0,1,0
5135,1,2,1,3,782.0,0,1,0,1,0,1,0,0,1,0,1,0,0
5136,2,4,1,4,1272.0,0,1,0,1,0,0,1,1,0,0,1,0,0
5137,1,2,1,3,1171.0,0,0,0,1,1,0,0,0,1,0,0,1,0
5138,1,2,1,4,326.25,0,0,0,1,1,0,0,0,0,1,0,1,0
5139,1,3,1,5,1582.0,0,1,1,0,0,1,0,0,0,1,0,0,1
5141,1,1,1,2,1042.25,0,1,0,1,0,0,1,0,0,1,0,0,1
5143,2,2,1,5,1398.75,0,1,0,1,0,1,0,1,0,0,0,0,1
5144,1,2,2,4,274.0,0,1,0,1,0,0,1,0,0,1,0,0,1
5145,1,1,1,1,767.5,1,1,0,0,0,0,1,1,0,0,0,1,0
5146,1,3,1,3,1269.25,0,0,0,0,0,0,1,1,0,0,1,0,0
5147,1,1,1,4,1055.25,0,0,0,1,1,0,0,0,1,0,0,0,1
5149,1,2,1,4,1400.25,0,0,0,1,0,0,1,1,0,0,1,0,0
5150,1,1,2,4,1141.25,0,1,0,1,1,0,0,0,1,0,1,0,0
5151,2,2,1,1,1415.5,0,1,0,1,0,0,1,1,0,0,0,0,1
5152,1,1,1,2,266.75,0,0,0,1,0,0,1,0,1,0,0,1,0
5153,1,1,2,2,285.75,0,1,1,0,0,1,0,0,0,1,0,1,0
5154,1,2,2,4,1062.5,1,1,1,1,0,0,1,0,0,1,0,1,0
5155,1,2,1,5,901.25,0,1,1,0,1,0,0,0,0,1,1,0,0
5156,1,2,1,3,652.75,0,1,0,1,0,0,1,0,0,1,1,0,0
5157,1,1,1,5,1094.5,0,0,0,1,0,0,1,0,0,1,0,0,1
5158,1,2,1,4,947.5,0,0,0,1,1,0,0,0,1,0,0,0,1
5160,1,2,2,4,789.25,0,1,0,1,0,1,0,0,0,1,0,0,1
5162,1,2,1,2,1072.25,0,1,0,1,0,1,0,0,1,0,0,0,1
5163,2,1,1,3,725.25,0,0,0,0,0,0,1,1,0,0,0,0,1
5164,1,3,1,4,1055.25,1,1,0,1,1,0,0,0,0,1,0,1,0
5167,2,2,1,3,646.0,0,1,0,0,1,0,0,1,0,0,1,0,0
5168,2,3,1,3,894.25,0,1,0,1,1,0,0,1,0,0,0,1,0
5169,1,2,1,3,724.0,0,0,0,0,0,1,0,0,1,0,0,1,0
5170,1,2,2,2,302.25,0,0,1,1,0,0,1,0,0,1,1,0,0
5172,2,2,2,2,1334.0,0,1,0,1,0,0,1,0,1,0,0,1,0
5173,1,1,1,5,933.5,0,0,1,1,0,1,0,0,0,1,1,0,0
5174,1,2,2,2,1275.5,0,1,0,1,0,1,0,0,0,1,0,0,1
5175,2,1,2,5,865.0,0,0,0,0,1,0,0,0,0,1,0,0,1
5176,1,1,2,3,859.0,0,1,0,1,1,0,0,1,0,0,0,0,1
5178,1,3,2,5,1004.5,0,1,0,1,1,0,0,1,0,0,0,0,1
5180,1,1,1,2,884.25,0,1,1,1,0,0,1,0,1,0,0,0,1
5181,2,2,1,2,1194.0,0,1,0,1,0,0,1,0,0,1,0,0,1
5182,1,1,1,5,1036.75,0,0,1,1,0,0,1,0,1,0,0,0,1
5184,1,1,1,2,799.0,0,0,0,1,0,0,1,0,1,0,0,0,1
5185,1,1,1,2,1268.5,0,1,0,0,1,0,0,0,0,1,1,0,0
5186,1,1,1,3,968.0,0,0,0,1,0,0,1,0,0,1,0,1,0
5187,1,2,2,2,756.75,0,1,0,1,0,1,0,0,0,1,0,0,1
5188,1,2,1,4,1436.75,0,1,0,1,1,0,0,0,0,1,0,1,0
5189,1,3,1,4,1391.25,0,1,0,1,1,0,0,1,0,0,1,0,0
5190,1,1,1,3,1150.25,0,1,0,1,0,1,0,0,0,1,0,0,1
5191,2,2,1,4,770.75,0,0,0,1,0,1,0,1,0,0,0,0,1
5192,1,1,2,4,1036.0,0,1,0,1,0,0,1,0,1,0,0,1,0
5193,1,1,2,4,1164.25,0,1,0,0,1,0,0,0,0,1,0,1,0
5194,1,4,1,3,1083.25,0,0,0,0,0,1,0,0,0,1,0,0,1
5195,1,2,1,4,1144.5,0,1,0,1,0,1,0,0,0,1,0,1,0
5196,2,3,1,4,1332.0,0,0,0,1,0,1,0,0,0,1,0,0,1
5197,1,2,1,4,901.5,0,1,0,1,0,1,0,0,0,1,1,0,0
5198,1,2,1,5,733.25,0,1,0,1,0,1,0,1,0,0,1,0,0
5199,1,2,2,5,1003.75,0,0,0,0,0,0,1,1,0,0,0,1,0
5200,2,2,1,6,1145.0,0,1,0,0,0,1,0,0,0,1,0,1,0
5201,1,1,1,3,1093.0,0,1,0,0,1,0,0,1,0,0,0,1,0
5203,1,2,2,3,1105.5,0,1,0,1,0,1,0,1,0,0,0,0,1
5204,1,1,1,2,1262.5,0,0,0,1,1,0,0,0,1,0,1,0,0
5205,1,2,1,5,1251.0,0,1,0,1,1,0,0,0,0,1,0,1,0
5207,1,1,1,3,785.5,0,0,0,1,0,0,1,0,1,0,1,0,0
5208,1,1,1,3,957.75,0,0,0,1,1,0,0,0,0,1,0,1,0
5210,1,2,1,2,1124.25,0,1,0,0,0,1,0,1,0,0,0,1,0
5211,1,1,1,4,1018.0,0,0,0,0,0,0,1,0,1,0,1,0,0
5212,1,1,1,5,1307.75,0,1,0,1,1,0,0,0,0,1,1,0,0
5213,2,1,1,4,1291.5,0,0,1,1,1,0,0,0,0,1,1,0,0
5214,1,3,1,4,907.5,0,0,0,1,0,1,0,0,1,0,0,1,0
5215,1,2,1,4,996.25,0,1,0,1,1,0,0,0,0,1,0,1,0
5216,1,1,1,4,1183.0,0,0,0,1,1,0,0,0,0,1,1,0,0
5217,2,3,2,3,974.25,0,0,0,1,0,0,1,0,0,1,1,0,0
5218,1,1,1,2,932.75,0,1,0,1,0,1,0,1,0,0,1,0,0
5219,1,2,1,3,1242.75,0,1,1,1,1,0,0,0,0,1,0,0,1
5220,1,2,1,2,974.0,0,1,0,1,0,0,1,0,1,0,0,1,0
5221,1,2,1,2,1196.25,0,0,0,1,1,0,0,0,0,1,1,0,0
5222,1,2,2,3,1362.25,0,0,0,1,1,0,0,0,0,1,1,0,0
5223,1,3,1,2,740.0,0,0,0,0,0,0,1,0,0,1,1,0,0
5224,1,2,1,4,918.75,0,0,1,1,1,0,0,1,0,0,0,0,1
5225,1,2,1,6,1147.25,0,1,0,0,1,0,0,0,1,0,0,1,0
5226,1,3,1,4,1195.75,1,1,0,1,1,0,0,0,0,1,1,0,0
5227,1,3,1,3,783.25,0,1,0,0,1,0,0,0,0,1,0,1,0
5228,1,3,1,2,1175.0,0,0,0,0,1,0,0,0,0,1,0,0,1
5229,1,2,1,4,1136.0,0,1,0,1,1,0,0,0,0,1,0,0,1
5230,1,1,1,6,978.25,0,0,0,0,0,1,0,1,0,0,0,0,1
5231,1,3,1,2,756.25,0,0,0,1,1,0,0,0,0,1,0,0,1
5232,1,2,1,4,278.5,0,0,0,0,0,1,0,0,1,0,1,0,0
5233,3,1,1,4,1099.75,0,0,0,0,0,1,0,0,0,1,1,0,0
5234,1,2,2,3,1064.25,0,1,0,1,0,1,0,0,1,0,0,1,0
5235,1,3,1,4,939.5,1,1,0,0,1,0,0,1,0,0,0,1,0
5236,2,2,2,5,759.5,0,0,0,0,0,0,1,1,0,0,0,0,1
5237,1,1,1,5,730.25,0,0,1,1,1,0,0,1,0,0,0,0,1
5238,3,1,1,4,980.75,1,1,0,0,0,1,0,1,0,0,0,0,1
5239,1,2,1,5,1296.5,0,1,0,1,0,0,1,0,1,0,0,1,0
5240,1,2,1,5,942.75,0,0,0,1,0,0,1,1,0,0,0,0,1
5242,1,4,1,5,1070.0,0,1,0,0,1,0,0,1,0,0,1,0,0
5243,2,2,1,4,262.0,0,1,0,1,1,0,0,0,0,1,0,0,1
5244,1,2,1,3,1201.5,0,1,0,1,1,0,0,1,0,0,1,0,0
5245,1,1,1,4,938.75,0,0,0,1,0,0,1,1,0,0,1,0,0
5246,1,2,1,2,1216.75,0,1,0,1,0,1,0,1,0,0,0,1,0
5247,1,2,1,3,883.75,0,1,0,1,0,0,1,1,0,0,1,0,0
5248,1,3,1,3,1186.25,0,0,0,1,1,0,0,0,1,0,1,0,0
5249,1,2,1,5,1062.5,0,1,0,0,0,0,1,0,0,1,0,1,0
5250,1,3,1,3,960.5,0,1,0,1,1,0,0,1,0,0,0,1,0
5251,1,1,1,3,291.5,1,0,0,1,1,0,0,1,0,0,0,0,1
5252,2,1,1,3,925.25,0,0,0,1,0,1,0,0,0,1,1,0,0
5253,1,1,2,4,781.25,0,1,0,1,0,0,1,1,0,0,0,0,1
5254,1,3,1,2,1282.75,0,0,0,1,0,1,0,0,1,0,1,0,0
5255,1,4,1,4,1175.75,0,0,0,1,0,0,1,0,0,1,0,0,1
5256,1,2,2,4,912.75,0,1,0,1,1,0,0,0,1,0,0,0,1
5257,2,2,1,2,1073.25,0,1,0,1,0,0,1,1,0,0,0,1,0
5258,2,2,2,3,1007.0,0,1,0,1,0,1,0,1,0,0,0,0,1
5259,1,1,1,3,720.25,0,0,0,1,0,1,0,1,0,0,1,0,0
5260,1,2,1,4,1243.25,0,0,0,1,0,1,0,0,0,1,1,0,0
5262,1,2,1,3,1247.0,0,1,0,1,0,1,0,0,0,1,1,0,0
5263,1,2,1,2,1029.5,0,1,0,1,0,0,1,0,1,0,1,0,0
5264,1,3,1,1,752.25,0,1,1,0,0,0,1,0,0,1,0,0,1
5265,1,1,2,3,695.0,0,0,0,1,1,0,0,1,0,0,1,0,0
5266,1,3,1,2,1087.25,0,0,0,1,0,0,1,0,0,1,0,1,0
5267,2,3,1,4,1234.5,0,1,1,0,0,0,1,0,1,0,0,0,1
5268,2,2,1,3,931.5,0,1,0,1,0,1,0,0,1,0,0,0,1
5269,1,3,1,5,1139.0,0,0,0,1,1,0,0,0,1,0,0,1,0
5270,1,3,1,3,1026.0,0,0,0,1,0,1,0,0,0,1,0,1,0
5271,1,2,1,5,1291.0,0,0,0,1,1,0,0,0,0,1,0,0,1
5272,1,1,1,3,881.5,0,0,0,0,0,1,0,1,0,0,1,0,0
5273,1,2,1,4,1539.0,0,0,0,1,1,0,0,0,0,1,1,0,0
5274,1,1,1,3,1084.0,0,1,1,1,1,0,0,0,0,1,0,0,1
5275,1,3,1,4,760.5,0,0,1,0,1,0,0,0,0,1,1,0,0
5276,1,4,1,2,1204.25,0,1,1,1,0,1,0,0,1,0,1,0,0
5277,1,1,1,5,1165.0,0,1,0,1,1,0,0,0,0,1,1,0,0
5278,2,1,1,3,1314.5,0,0,0,0,0,0,1,0,0,1,0,0,1
5279,1,2,1,3,313.75,0,1,0,0,1,0,0,0,0,1,1,0,0
5280,1,2,1,4,1308.75,0,0,1,1,0,0,1,1,0,0,0,1,0
5281,1,1,1,3,1044.25,0,0,0,0,1,0,0,1,0,0,1,0,0
5282,1,1,1,1,708.25,0,0,1,1,1,0,0,1,0,0,1,0,0
5283,1,2,1,4,926.25,0,0,0,1,1,0,0,1,0,0,0,0,1
5284,1,2,1,2,846.0,0,0,0,1,0,1,0,0,0,1,0,0,1
5285,2,2,1,2,640.0,0,0,0,1,1,0,0,0,0,1,0,1,0
5286,1,2,1,4,1154.0,0,0,0,1,0,0,1,1,0,0,1,0,0
5287,2,3,1,4,915.25,0,1,0,0,0,1,0,0,0,1,1,0,0
5290,1,4,1,3,690.0,0,0,0,1,1,0,0,1,0,0,0,1,0
5291,1,1,1,3,1179.5,0,1,0,0,0,0,1,1,0,0,1,0,0
5292,1,1,2,3,276.75,0,0,0,1,0,1,0,0,0,1,1,0,0
5293,2,1,1,4,996.0,0,1,0,1,0,1,0,0,0,1,0,1,0
5294,1,2,1,5,1065.5,0,1,1,1,1,0,0,0,0,1,1,0,0
5295,1,3,1,3,1096.25,0,1,1,0,0,0,1,1,0,0,0,0,1
5297,1,1,1,2,1232.5,0,0,0,1,0,0,1,0,0,1,0,1,0
5298,2,2,1,3,970.0,0,1,0,0,0,0,1,0,0,1,0,1,0
5299,1,2,2,4,1030.5,0,0,0,1,0,0,1,0,0,1,0,0,1
5301,1,1,2,3,801.75,1,0,0,1,0,0,1,0,1,0,0,0,1
5302,1,3,1,3,1322.0,0,0,0,0,1,0,0,1,0,0,0,1,0
5303,2,2,1,1,1317.75,0,0,0,1,0,0,1,0,1,0,1,0,0
5304,1,1,2,2,1074.0,0,0,0,0,0,0,1,0,0,1,0,0,1
5305,1,3,1,6,669.0,0,0,1,1,0,0,1,0,0,1,1,0,0
5306,1,3,1,4,687.5,0,1,0,0,0,1,0,0,1,0,0,1,0
5307,1,2,1,4,844.0,0,1,0,1,0,0,1,0,0,1,0,0,1
5308,1,2,1,5,1377.75,0,0,0,0,1,0,0,0,0,1,0,1,0
5309,1,2,1,3,680.0,0,1,0,0,0,0,1,0,1,0,1,0,0
5310,1,2,1,2,1089.75,0,1,0,0,1,0,0,0,0,1,0,0,1
5311,1,1,1,5,904.0,0,1,0,1,0,0,1,0,0,1,0,0,1
5313,1,1,1,5,729.0,0,0,0,0,0,1,0,0,0,1,1,0,0
5314,2,3,1,3,1136.75,0,1,0,1,0,1,0,0,1,0,1,0,0
5315,1,3,1,2,821.0,0,0,0,1,1,0,0,0,0,1,1,0,0
5316,1,2,1,1,1174.0,0,1,0,0,0,1,0,0,0,1,1,0,0
5317,1,4,1,5,1211.5,0,0,0,0,0,1,0,0,1,0,0,1,0
5318,1,3,1,3,750.5,0,1,0,0,1,0,0,1,0,0,0,1,0
5319,1,1,2,5,1044.0,0,0,1,0,1,0,0,0,0,1,1,0,0
5320,2,1,2,4,1164.0,0,1,0,1,0,0,1,0,0,1,0,0,1
5321,1,2,1,4,280.0,0,1,0,1,0,1,0,0,0,1,0,1,0
5322,1,1,1,2,705.5,0,0,0,1,1,0,0,0,1,0,1,0,0
5324,1,2,1,2,990.0,0,0,1,0,1,0,0,1,0,0,0,0,1
5325,1,2,1,5,1121.0,0,1,0,0,0,1,0,0,0,1,0,1,0
5326,1,2,1,4,1396.75,0,0,0,0,0,1,0,0,0,1,1,0,0
5327,1,1,1,1,1365.5,0,1,0,0,0,1,0,0,0,1,0,0,1
5328,1,1,1,3,1117.25,0,0,0,0,0,0,1,0,0,1,0,1,0
5329,2,1,2,2,861.25,0,1,0,1,0,1,0,0,0,1,1,0,0
5330,1,1,1,5,1202.75,0,0,0,1,0,1,0,0,1,0,0,1,0
5331,1,2,2,3,959.5,0,0,0,1,0,1,0,1,0,0,1,0,0
5332,1,3,1,2,287.25,0,0,0,0,1,0,0,0,0,1,1,0,0
5333,1,1,1,3,1041.75,0,0,0,0,0,1,0,1,0,0,1,0,0
5334,1,3,1,4,943.5,0,1,1,0,1,0,0,0,0,1,0,1,0
5336,1,2,2,5,1196.0,0,0,0,0,0,1,0,0,0,1,0,1,0
5337,1,1,1,5,880.25,0,1,0,1,1,0,0,0,0,1,0,0,1
5338,1,1,2,3,962.75,0,1,1,0,1,0,0,0,0,1,1,0,0
5339,2,3,2,4,909.0,0,1,0,1,0,1,0,0,0,1,0,0,1
5340,1,2,1,3,1020.5,0,0,0,0,0,0,1,0,0,1,1,0,0
5341,2,1,1,5,321.0,0,0,0,0,0,0,1,0,0,1,0,0,1
5342,1,2,1,4,991.0,0,0,1,0,1,0,0,0,0,1,1,0,0
5343,2,3,2,2,865.5,0,1,0,1,0,1,0,0,1,0,0,1,0
5344,1,2,1,3,1273.0,0,0,0,1,1,0,0,1,0,0,0,0,1
5345,1,2,1,4,876.5,0,1,0,1,1,0,0,0,0,1,0,0,1
5346,1,3,2,5,1314.5,0,1,0,1,0,1,0,0,0,1,0,0,1
5347,2,2,3,5,960.5,0,1,1,1,1,0,0,1,0,0,1,0,0
5348,2,2,1,3,759.75,0,1,0,1,0,1,0,0,0,1,0,0,1
5349,2,4,1,5,1174.25,0,0,0,0,0,0,1,0,0,1,1,0,0
5350,1,1,2,3,1180.5,0,1,0,1,0,0,1,1,0,0,0,0,1
5351,1,1,2,2,987.25,0,0,0,1,0,0,1,0,0,1,0,1,0
5352,1,2,2,6,754.25,0,1,1,1,0,1,0,0,0,1,1,0,0
5353,1,1,1,2,895.0,0,0,0,0,1,0,0,0,1,0,1,0,0
5354,1,1,1,3,896.25,0,1,0,0,0,1,0,0,0,1,0,1,0
5355,1,2,2,5,1198.0,0,1,0,0,0,0,1,0,0,1,1,0,0
5356,1,1,1,2,1445.0,0,1,0,0,0,0,1,0,1,0,0,1,0
5357,1,2,1,4,1388.0,0,1,0,1,0,1,0,0,0,1,0,0,1
5358,1,4,1,2,998.5,0,0,0,0,0,0,1,1,0,0,0,0,1
5359,1,1,1,4,1013.25,0,0,0,0,1,0,0,0,0,1,0,0,1
5360,1,1,1,5,895.0,0,0,0,1,1,0,0,0,1,0,0,1,0
5361,1,2,2,2,732.5,0,1,0,0,0,0,1,0,0,1,0,0,1
5363,1,2,1,5,948.0,0,0,0,0,0,0,1,1,0,0,0,0,1
5364,2,3,1,3,1229.0,0,1,0,1,1,0,0,0,0,1,1,0,0
5365,2,1,1,3,1102.75,0,1,0,1,0,0,1,0,0,1,1,0,0
5367,1,2,2,2,939.0,0,0,0,0,0,1,0,0,0,1,0,1,0
5368,2,1,1,3,1129.25,0,0,0,1,0,1,0,1,0,0,0,0,1
5369,1,3,1,6,1227.75,0,1,0,1,1,0,0,1,0,0,0,0,1
5370,2,1,1,4,726.0,0,1,0,0,0,0,1,0,0,1,0,1,0
5371,1,2,1,3,780.25,0,1,0,0,1,0,0,0,1,0,0,0,1
5372,1,1,1,2,1425.75,0,1,0,1,0,0,1,1,0,0,0,0,1
5373,2,2,1,3,660.75,0,0,0,1,0,0,1,1,0,0,0,0,1
5374,2,1,1,4,1306.0,0,0,0,1,1,0,0,1,0,0,0,0,1
5375,2,4,1,3,1023.75,0,0,0,1,0,1,0,0,0,1,0,0,1
5376,1,2,2,3,1004.0,0,1,0,1,0,0,1,0,1,0,0,0,1
5377,1,2,1,3,987.25,0,0,1,0,0,1,0,0,0,1,0,0,1
5378,1,2,2,4,1223.75,0,1,0,1,0,1,0,1,0,0,1,0,0
5379,1,2,1,4,1176.0,0,1,0,0,1,0,0,1,0,0,1,0,0
5380,1,1,1,3,827.75,0,0,0,1,0,0,1,0,1,0,0,0,1
5381,1,3,1,3,1032.75,0,1,0,0,1,0,0,0,0,1,1,0,0
5382,1,1,1,4,1316.5,0,0,0,1,0,0,1,0,0,1,0,0,1
5383,1,2,1,3,1257.75,0,1,0,1,1,0,0,1,0,0,0,0,1
5384,1,1,1,5,684.0,0,0,1,1,0,1,0,0,0,1,1,0,0
5385,1,2,1,3,1010.5,0,0,0,1,0,0,1,0,0,1,0,0,1
5386,1,2,2,3,1250.75,0,0,0,1,1,0,0,0,0,1,0,0,1
5387,1,1,1,3,730.25,0,1,0,1,1,0,0,0,0,1,0,1,0
5388,1,2,1,5,1153.75,0,0,0,1,0,1,0,0,1,0,0,1,0
5389,1,3,1,3,922.75,0,1,0,1,0,0,1,0,0,1,0,1,0
5390,1,1,1,3,1464.25,0,0,0,1,1,0,0,0,0,1,0,0,1
5392,1,1,2,3,1309.25,0,1,0,1,0,1,0,0,0,1,0,0,1
5393,1,1,1,4,915.0,0,0,0,1,1,0,0,1,0,0,0,1,0
5395,2,2,1,6,601.5,0,0,0,0,0,1,0,1,0,0,0,0,1
5396,1,2,2,3,917.25,0,0,0,1,0,1,0,1,0,0,0,1,0
5397,1,1,1,2,241.75,0,0,0,1,0,0,1,0,0,1,0,0,1
5398,2,3,1,2,830.25,0,1,0,0,0,0,1,1,0,0,1,0,0
5399,2,2,1,2,993.25,0,0,0,1,0,0,1,0,0,1,1,0,0
5400,2,3,1,3,944.0,0,0,0,1,0,0,1,1,0,0,0,0,1
5401,1,1,1,4,757.5,0,1,1,0,0,0,1,0,0,1,1,0,0
5402,1,1,2,2,1032.25,0,0,0,0,1,0,0,0,0,1,1,0,0
5403,2,2,1,4,262.0,0,1,0,1,1,0,0,0,0,1,0,0,1
5404,1,3,1,5,869.5,0,1,1,0,0,1,0,0,0,1,0,1,0
5405,1,1,1,2,1236.25,1,1,1,0,1,0,0,0,0,1,0,1,0
5406,1,2,1,5,830.25,0,0,0,1,0,1,0,0,1,0,0,0,1
5407,1,2,1,4,1066.5,0,0,0,1,0,1,0,0,0,1,1,0,0
5408,1,2,1,4,1121.75,0,0,1,1,0,1,0,1,0,0,0,1,0
5409,1,3,2,3,1008.25,0,0,1,1,0,1,0,0,0,1,1,0,0
5410,2,3,1,2,1526.75,0,1,1,0,0,1,0,0,1,0,0,0,1
5411,1,3,1,5,944.25,0,0,1,1,0,1,0,0,1,0,1,0,0
5413,2,3,1,4,1054.25,1,0,0,1,0,0,1,0,0,1,1,0,0
5415,1,1,1,5,878.0,0,0,0,1,0,1,0,1,0,0,1,0,0
5416,1,2,1,3,1114.75,0,1,0,0,0,1,0,1,0,0,0,0,1
5417,2,1,2,1,365.25,0,1,0,1,0,1,0,0,0,1,0,0,1
5418,1,2,2,4,357.75,0,0,0,1,0,0,1,0,1,0,1,0,0
5419,1,1,1,3,1009.25,0,0,0,1,1,0,0,1,0,0,1,0,0
5420,1,1,2,4,986.25,0,0,0,1,0,0,1,1,0,0,1,0,0
5422,1,2,1,4,1049.75,0,1,1,0,0,1,0,0,0,1,1,0,0
5423,2,3,1,4,863.5,0,1,0,1,0,1,0,0,0,1,0,0,1
5424,1,2,1,6,970.5,0,1,0,0,0,1,0,1,0,0,1,0,0
5425,2,2,1,5,854.0,0,1,1,1,0,0,1,1,0,0,0,0,1
5426,1,2,1,4,1054.0,0,1,0,0,1,0,0,1,0,0,0,1,0
5427,2,2,1,5,1502.75,0,0,0,0,0,0,1,0,0,1,0,0,1
5428,1,1,1,4,888.5,0,0,0,1,0,1,0,0,1,0,1,0,0
5429,2,1,2,4,991.5,0,1,0,0,0,1,0,0,0,1,0,1,0
5430,1,4,2,5,692.25,0,0,0,1,0,1,0,1,0,0,0,1,0
5431,1,2,1,3,1127.0,0,0,0,0,0,1,0,1,0,0,1,0,0
5432,1,2,1,2,940.25,0,1,0,0,0,1,0,0,0,1,0,1,0
5433,1,2,1,5,1226.75,0,0,0,1,1,0,0,0,1,0,1,0,0
5434,2,1,1,3,1034.75,0,1,0,0,1,0,0,1,0,0,0,1,0
5435,2,2,1,4,710.0,0,0,0,1,0,0,1,1,0,0,1,0,0
5436,2,1,1,4,817.25,0,0,0,1,1,0,0,0,0,1,1,0,0
5437,1,1,1,5,1177.5,0,0,0,1,0,0,1,0,0,1,0,0,1
5438,1,1,2,4,1158.75,0,1,0,1,0,0,1,1,0,0,1,0,0
5439,2,1,1,4,1290.5,0,1,0,1,0,1,0,0,1,0,0,1,0
5441,1,2,1,5,896.25,0,0,0,0,0,0,1,1,0,0,0,1,0
5442,1,2,1,5,904.0,0,1,1,1,0,1,0,1,0,0,0,0,1
5443,1,2,1,4,256.0,0,0,0,1,1,0,0,0,0,1,0,1,0
5444,1,2,1,5,1155.0,0,0,1,1,0,1,0,0,0,1,1,0,0
5445,1,2,1,3,1087.25,0,1,1,0,1,0,0,0,0,1,0,1,0
5446,2,2,2,4,1163.25,0,0,0,1,0,1,0,1,0,0,1,0,0
5447,2,1,1,3,654.5,0,0,0,1,0,0,1,1,0,0,1,0,0
5449,1,4,1,4,1212.0,0,0,0,1,1,0,0,0,1,0,1,0,0
5450,1,2,1,6,1181.0,0,0,0,1,1,0,0,1,0,0,0,0,1
5451,2,3,2,5,1338.5,0,1,0,1,0,0,1,0,0,1,0,1,0
5452,2,1,1,5,1699.75,0,0,0,0,0,1,0,0,0,1,0,1,0
5453,2,3,1,4,1156.0,0,0,0,0,0,1,0,0,0,1,0,0,1
5454,1,2,1,3,337.0,0,1,0,0,0,0,1,0,0,1,0,0,1
5455,2,1,1,3,1105.25,0,0,0,1,0,1,0,1,0,0,0,1,0
5456,1,1,1,5,732.25,0,1,1,0,0,0,1,0,0,1,0,0,1
5457,1,2,1,5,1205.75,0,1,0,0,0,0,1,0,1,0,0,0,1
5458,1,2,1,2,1298.75,1,1,1,0,1,0,0,0,0,1,1,0,0
5459,1,1,1,2,1093.25,0,1,0,1,0,1,0,0,1,0,1,0,0
5460,2,1,1,3,813.75,0,1,0,1,0,0,1,1,0,0,0,0,1
5461,1,2,1,3,1028.0,0,1,0,1,1,0,0,0,1,0,0,0,1
5462,1,3,1,3,1136.25,0,0,0,1,0,0,1,0,1,0,0,1,0
5463,1,2,2,3,1065.75,0,1,0,1,1,0,0,1,0,0,1,0,0
5464,1,2,1,3,835.0,0,1,0,1,0,1,0,0,0,1,1,0,0
5465,1,1,1,5,1091.75,0,1,0,1,1,0,0,1,0,0,0,0,1
5466,1,1,1,2,1009.5,0,0,0,0,1,0,0,1,0,0,0,0,1
5467,1,1,1,2,1415.0,0,1,0,0,1,0,0,0,0,1,0,0,1
5470,1,4,1,5,1420.0,0,0,0,1,1,0,0,0,1,0,0,1,0
5471,1,2,1,3,1057.0,0,0,0,1,0,0,1,0,0,1,1,0,0
5472,1,1,1,4,1345.0,0,0,0,1,0,1,0,0,0,1,1,0,0
5473,1,2,1,2,1093.5,0,0,0,1,1,0,0,0,1,0,1,0,0
5474,1,2,1,3,1094.25,1,1,0,1,0,1,0,0,1,0,0,1,0
5476,2,3,1,3,341.25,0,0,0,1,0,1,0,0,1,0,1,0,0
5477,1,2,1,1,1132.75,0,0,0,1,1,0,0,0,1,0,1,0,0
5478,1,1,1,4,788.25,1,1,0,1,1,0,0,0,0,1,0,1,0
5479,1,3,1,3,1012.75,0,0,0,1,1,0,0,0,1,0,1,0,0
5480,1,2,1,4,787.25,0,0,1,0,0,1,0,0,0,1,0,1,0
